title,sjr,quartile
LUMS Law Journal,0.112,Q4
Latin American Journal of Pharmacy,0.112,Q4
Latomus,0.112,Q3
Libres,0.112,Q4
Maetagused,0.112,Q4
Medecine Intensive Reanimation,0.112,Q4
Mercian Geologist,0.112,Q4
"Miscelanea de Estudios Arabes y Hebraicos, Seccion Hebreo",0.112,Q3
Moving Image,0.112,Q3
NTT Journal for Theology and the Study of Religion,0.112,Q3
Natural History Bulletin of the Siam Society,0.112,Q4
Notes Konserwatorski,0.112,Q3
Nuova Rivista Storica,0.112,Q3
Open Biomarkers Journal,0.112,Q4
P.A. Herzen Journal of Oncology,0.112,Q4
PISTES,0.112,Q4
Perichoresis,0.112,Q3
Perspectives of New Music,0.112,Q3
Philippine Statistician,0.112,Q4
Phillippine Journal of Internal Medicine,0.112,Q4
Priroda (Czech Republic),0.112,Q4
Prism,0.112,Q3
Proceedings of the Brazilian Symposium on GeoInformatics,0.112,-
Proceedings of the IAHR World Congress,0.112,-
"Prohistoria. Historia, Politicas de la Historia",0.112,Q3
Research in Contemporary World Literature/ Pazhuhesh-e Zabanha-ye Khareji,0.112,Q3
Review of English Studies,0.112,Q3
Revista Iberoamericana de la Propiedad Intelectual,0.112,Q4
Revista Lasallista de Investigacion,0.112,Q4
Revue Internationale et Strategique,0.112,Q4
Romanian Journal of Infectious Diseases,0.112,Q4
Russian Japanology Review,0.112,Q3
SVMMA,0.112,Q3
Scopus: Journal of East African Ornithology,0.112,Q4
Scripta and E-Scripta,0.112,Q3
Siberian Medical Review,0.112,Q4
Social Medicine,0.112,Q4
Social Sciences and Missions,0.112,Q3
Sociologia e Ricerca Sociale,0.112,Q4
Steel Times International,0.112,Q4
Studia Heideggeriana,0.112,Q3
Synergies Espagne,0.112,Q4
Turkic Languages,0.112,Q4
Turkish Journal of Ear Nose and Throat,0.112,Q4
Turkiye Klinikleri Pediatri,0.112,Q4
Undergraduate Research in Natural and Clinical Science and Technology Journal,0.112,Q4
Uspekhi Fiziologicheskikh Nauk,0.112,Q4
VDI-Berichte,0.112,Q4
Waldokologie Online,0.112,Q4
Zeitschrift fur Arabische Linguistik,0.112,Q4
Zeitschrift fur Arznei- und Gewurzpflanzen,0.112,Q4
Zeitschrift fur Philosophische Forschung,0.112,Q3
ATIP. Association Technique de L'Industrie Papetiere,0.111,Q4
"Accounting, Finance, Sustainability, Governance and Fraud",0.111,Q4
Acta Universitatis Carolinae Theologica,0.111,Q3
Acta Urologica Japonica,0.111,Q4
Advances in Organic Synthesis,0.111,Q4
Akkadica,0.111,Q3
American Scholar,0.111,Q3
Analisi Linguistica e Letteraria,0.111,Q3
Antike Kunst,0.111,Q3
Anuario Mexicano de Derecho Internacional,0.111,Q4
Applicationes Mathematicae,0.111,Q4
Archaeologia Maritima Mediterranea,0.111,Q4
Archiv fur Religionsgeschichte,0.111,Q3
Archivio di Storia della Cultura,0.111,Q3
Arhivski Vjesnik,0.111,Q3
Arte y Sociedad (Aranjuez),0.111,Q3
Arthuriana,0.111,Q3
Arti Musices,0.111,Q3
Asian Biotechnology and Development Review,0.111,Q4
Asian Journal of Applied Linguistics,0.111,Q4
BELLETEN Yearbook of Turkic Studies,0.111,Q4
Bibliotheca Maqriziana,0.111,Q3
Bibliothecae.it,0.111,Q3
Biuletyn - Panstwowego Instytutu Geologicznego,0.111,Q4
Biuletyn Polskiej Misji Historycznej,0.111,Q3
Boletin de Estetica,0.111,Q3
Brazilian Neurosurgery,0.111,Q4
CEA Critic,0.111,Q3
Cahiers de Lexicologie,0.111,Q4
Cambridge Opera Journal,0.111,Q3
Casopis Zdravotnickeho Prava a Bioetiky,0.111,Q4
Celestinesca,0.111,Q3
Cement International,0.111,Q4
Colloquia,0.111,Q3
"Communication, Culture and Change in Asia",0.111,Q4
Computer Science Research Notes,0.111,Q4
Contemporary Buddhism,0.111,Q3
Cooperativismo e Economia Social,0.111,Q4
CounterText,0.111,Q3
Cromohs,0.111,Q3
Cuestiones de Filosofia,0.111,Q4
Current Research in Dental Sciences,0.111,Q4
Current Writing,0.111,Q3
Currents of Encounter,0.111,Q3
Dansk Teologisk Tidsskrift,0.111,Q3
Dialogos,0.111,Q3
"Discourse Approaches to Politics, Society and Culture",0.111,Q4
E-Revista de Estudos Interculturais,0.111,Q4
ESQ - Journal of the American Renaissance,0.111,Q3
Early Middle English,0.111,Q3
Enthymema,0.111,Q3
Escritura e Imagen,0.111,Q3
"Espacio, Tiempo y Forma, Serie VII: Historia del Arte",0.111,Q3
Estudios en Derecho a la Informacion,0.111,Q4
Ethical Perspectives,0.111,Q4
Eurasian Studies Library,0.111,Q3
European Journal of Oncology,0.111,Q4
European Journal of Rhinology and Allergy,0.111,Q4
European Pharmaceutical Review,0.111,Q4
"Exploration Geophysics, Remote Sensing and Environment",0.111,Q4
Explorations in Renaissance Culture,0.111,Q3
Filozofska Istrazivanja,0.111,Q4
Food Studies,0.111,Q4
Francopolyphonies,0.111,Q3
Frontiers in Natural Product Chemistry,0.111,Q4
Gaojishu Tongxin/Chinese High Technology Letters,0.111,Q4
George Eliot-George Henry Lewes Studies,0.111,Q3
Getty Research Journal,0.111,Q3
Gymnasium,0.111,Q3
Head and Neck Russian Journal,0.111,Q4
Hematology (Bulgaria),0.111,Q4
Histoire Epistemologie Langage,0.111,Q4
Historical Geography,0.111,Q3
Historiography of Rome and Its Empire,0.111,Q3
History in Flux,0.111,Q3
History of Classical Scholarship,0.111,Q3
"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC",0.111,-
Innovative Medicine of Kuban,0.111,Q4
Inter-American Yearbook on Human Rights/Anuario Interamericano de Derechos Humanos,0.111,Q4
International Conference on Efficient Building Design: Material and HVAC Equipment Technologies,0.111,-
International Conference on Multidisciplinary Research,0.111,-
International Electronic Journal of Mathematics Education,0.111,Q4
International Journal for the Study of Skepticism,0.111,Q4
International Journal of Mobile Human Computer Interaction,0.111,Q4
International Review of Social Research,0.111,Q4
International Studies in Human Rights,0.111,Q4
Iran Studies,0.111,Q3
Iranian Journal of Physics Research,0.111,Q4
Irish University Review,0.111,Q3
Islamic History and Civilization,0.111,Q3
JMS - Journal of Medical Society,0.111,Q4
Jahrbuch fur Regionalgeschichte,0.111,Q3
Janus. Estudios Sobre El Siglo De Oro,0.111,Q3
Japanese Journal of Gastroenterology,0.111,Q4
Jazz Research Journal,0.111,Q3
Jezyk na Pograniczach,0.111,Q4
Journal de la Societe des Oceanistes,0.111,Q3
Journal for Eighteenth-Century Studies,0.111,Q3
Journal of Beckett Studies,0.111,Q3
Journal of Classroom Interaction,0.111,Q4
Journal of Critical and Intensive Care,0.111,Q4
Journal of Drug Policy Analysis,0.111,Q4
Journal of Early Modern Christianity,0.111,Q3
Journal of Multidisciplinary in Social Sciences,0.111,Q4
Journal of Nara Medical Association,0.111,Q4
Journal of New Zealand Studies,0.111,Q4
Journal of Somali Studies,0.111,Q3
Journal of Surface Science and Technology,0.111,Q4
"Journal of Technology, Management, and Applied Engineering",0.111,Q4
Journal of the Alamire Foundation,0.111,Q3
Lecture Notes in Applied and Computational Mechanics,0.111,Q4
Lege Artis Medicinae,0.111,Q4
Leiden Studies in Islam and Society,0.111,Q3
Linguamatica,0.111,Q4
Local Population Studies,0.111,Q4
Materials and Energy,0.111,Q4
Mathematics and Education in Mathematics,0.111,Q4
Mechanics and Mechanical Engineering,0.111,Q4
Medieval Mediterranean,0.111,Q3
Mediterranea: Ricerche Storiche,0.111,Q3
Metafora,0.111,Q3
Modernist Cultures,0.111,Q3
Mundo da Saude,0.111,Q4
Neurologie und Rehabilitation,0.111,Q4
Nineteenth-Century Art Worldwide,0.111,Q3
Nordisk Judaistik,0.111,Q3
Norwegian-American Studies,0.111,Q3
Novoe Literaturnoe Obozrenie,0.111,Q3
Nuclear Future,0.111,Q4
Nuncius Series,0.111,Q3
Odesa Medical Journal,0.111,Q4
On the Boundary of Two Worlds,0.111,Q3
Opera,0.111,Q3
Organic Farming,0.111,Q4
Oxford Art Journal,0.111,Q3
PIDE Working Papers,0.111,Q4
Paediatria Croatica,0.111,Q4
Paint and Coatings Industry,0.111,Q4
Pediomaternal Nursing Journal,0.111,Q4
Perseitas,0.111,Q4
Pharmaceutical Journal,0.111,Q4
Philip Roth Studies,0.111,Q3
Philippine Review of Economics,0.111,Q4
Polish Review of International and European Law,0.111,Q4
Politics and Religion Journal,0.111,Q3
Portuguese Journal of Pediatrics,0.111,Q4
Preternature,0.111,Q3
Problema,0.111,Q4
Problemi,0.111,Q3
Problemi Endokrinnoi Patologii,0.111,Q4
Proceedings of the International Association of Maritime Universities Conference,0.111,-
Quinnipiac Law Review,0.111,Q4
Renascence,0.111,Q3
Revija za Kriminalistiko in Kriminologijo,0.111,Q4
Revista Cubana de Medicina Tropical,0.111,Q4
Revista Latinoamericana de Metalurgia y Materiales,0.111,Q4
Revista Venezolana de Oncologia,0.111,Q4
Revista de Economia Institucional,0.111,Q4
Revista del Hospital Psiquiatrico de la Habana,0.111,Q4
Revue Archeologique de Picardie,0.111,Q4
Revue Francaise de Pedagogie,0.111,Q4
Revue d'Economie du Developpement,0.111,Q4
Revue d'Ethique et de Theologie Morale,0.111,Q3
Revue d'Histoire des Sciences Humaines,0.111,Q4
Revue de Psychotherapie Psychanalytique de Groupe,0.111,Q4
Revue de la Histoire des Religions,0.111,Q3
Revue des Etudes Slaves,0.111,Q3
Rijksmuseum Bulletin,0.111,Q3
Rivista Italiana di Ragioneria e di Economia Aziendale,0.111,Q4
Romanian Medical Journal,0.111,Q4
Romanica Wratislaviensia,0.111,Q3
Russian History,0.111,Q3
Rwanda Public Health Bulletin,0.111,Q4
SSRG International Journal of Electronics and Communication Engineering,0.111,Q4
Segle XX,0.111,Q3
Seybold Report,0.111,Q4
Sicilia Antiqva,0.111,Q3
"Social, Economic and Political Studies of the Middle East and Asia",0.111,Q3
South African Law Journal,0.111,Q4
Studia Fennica Linguistica,0.111,Q4
Studia Imagologica,0.111,Q3
Studia Musicologica,0.111,Q3
Studia Pneumologica et Phthiseologica,0.111,Q4
Studies in Global Slavery,0.111,Q3
Studies in Jewish History and Culture,0.111,Q3
"Studies in Platonism, Neoplatonism, and the Platonic Tradition",0.111,Q3
Studies in Semitic Languages and Linguistics,0.111,Q4
Studies on the Texts of the Desert of Judah,0.111,Q3
Tanta Dental Journal,0.111,Q4
Tautosakos Darbai,0.111,Q3
Technology in Language Teaching and Learning,0.111,Q4
Teologicka Reflexe,0.111,Q3
Theoretical Studies in Literature and Art,0.111,Q3
Theoria et Historia Scientiarum,0.111,Q4
Tokyo Jikeikai Medical Journal,0.111,Q4
Toronto Journal of Theology,0.111,Q3
Tradition and Modernity in Veterinary Medicine,0.111,Q4
Transactions of the Historic Society of Lancashire and Cheshire,0.111,Q3
Transcultural Studies,0.111,Q4
Transsylvania Nostra,0.111,Q3
Turkish Journal of Plastic Surgery,0.111,Q4
USDA Forest Service - Resource Bulletin PNW-RB,0.111,Q4
Underwater Acoustic Conference and Exhibition Series,0.111,-
Urban History Review,0.111,Q3
Verhaltenstherapie und Verhaltensmedizin,0.111,Q4
Verwaltung,0.111,Q4
"Vetus Testamentum, Supplements",0.111,Q3
Vichiana,0.111,Q3
Victorian Popular Fictions,0.111,Q3
Vigiliae Christianae,0.111,Q3
"Vigiliae Christianae, Supplements",0.111,Q3
Virchows Archiv fur pathologische Anatomie und Physiologie und fur klinische Medizin,0.111,Q4
Visual Culture in Britain,0.111,Q3
Wallace Stevens Journal,0.111,Q3
Wesley and Methodist Studies,0.111,Q3
World Chinese Journal of Digestology,0.111,Q4
Yearbook International Tribunal for the Law of the Sea/Annuaire Tribunal international du droit de la mer,0.111,Q4
Yearbook of Muslims in Europe,0.111,Q4
"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Kanonistische Abteilung",0.111,Q3
Zeitschrift fur Bibliothekswesen und Bibliographie,0.111,Q4
Academic Journal of Second Military Medical University,0.110,Q4
Acoustics Bulletin,0.110,Q4
Acrocephalus,0.110,Q4
Aide Soignante,0.110,Q4
Al-Shajarah,0.110,Q3
Altre Modernita,0.110,Q3
American Jewish History,0.110,Q3
Annales Francaises d'Oto-Rhino-Laryngologie et de Pathologie Cervico-Faciale,0.110,Q4
Annali di Storia dell'Esegesi,0.110,Q3
Arcadia,0.110,Q3
Archeologia Medievale,0.110,Q4
Archiv fur Rechts- und Sozialphilosophie,0.110,Q4
Arquivos em Odontologia,0.110,Q4
Ars Aeterna,0.110,Q3
Arte Cristiana,0.110,Q3
Austral: Brazilian Journal of Strategy and International Relations,0.110,Q4
Australasian Review of African Studies,0.110,Q4
Avances en Odontoestomatologia,0.110,Q4
Biologicheskie Membrany,0.110,Q4
Biologie in Unserer Zeit,0.110,Q4
Black Camera,0.110,Q3
Bled Workshops in Physics,0.110,-
Bollettino Filosofico,0.110,Q4
Bulletin of the Plankton Society of Japan,0.110,Q4
Cadernos de Estudos Africanos,0.110,Q4
Canadian Military History,0.110,Q3
Casopis pro Moderni Filologii,0.110,Q4
Ceska Literatura,0.110,Q3
Chemist,0.110,Q4
Chemistry Bulletin / Huaxue Tongbao,0.110,Q4
Chinese Journal of General Surgery,0.110,Q4
Chinese Journal of Inflammatory Bowel Diseases,0.110,Q4
Chinese Journal of Optometry Ophthalmology and Visual Science,0.110,Q4
Christianity and Literature,0.110,Q3
Clinical and Preventive Medicine,0.110,Q4
Co-herencia,0.110,Q3
College Literature,0.110,Q3
Comparative and Continental Philosophy,0.110,Q4
Computers in Education Journal,0.110,Q4
Comunicacao Midia e Consumo,0.110,Q4
Cornell International Law Journal,0.110,Q4
Cuadernos de Historia Moderna,0.110,Q3
Culturales,0.110,Q4
Current Topics in Electrochemistry,0.110,Q4
Debats,0.110,Q4
Deutsche Apotheker Zeitung,0.110,Q4
"Deutsche Gesellschaft fur Medizinische Informatik, Biometrie und Epidemiologie e.V. (GMDS)",0.110,-
ER(R)GO,0.110,Q4
Endoscopic Forum for Digestive Disease,0.110,Q4
Estudios de Teoria Literaria,0.110,Q3
European Drama and Performance Studies,0.110,Q3
Gaceta Medica de Bilbao,0.110,Q4
Galvanotechnik,0.110,Q4
Gazette des Archives,0.110,Q3
Goya,0.110,Q3
Hedianzixue Yu Tance Jishu/Nuclear Electronics and Detection Technology,0.110,Q4
Histoire Sociale,0.110,Q3
HyperCultura,0.110,Q3
Indexer,0.110,Q4
Indo-European Linguistics,0.110,Q3
International Journal of Platonic Tradition,0.110,Q4
International Journal of Standardization Research,0.110,Q4
International Journal of the Cardiovascular Academy,0.110,Q4
Islamic Studies,0.110,Q4
Italian Studies,0.110,Q3
Italianist,0.110,Q3
"Jeunesse: Young People, Texts, Cultures",0.110,Q3
Jezikoslovlje,0.110,Q4
Journal of Global Postcolonial Studies,0.110,Q3
Journal of Knowledge and Health in Basic Medical Sciences,0.110,Q4
Journal of Musicological Research,0.110,Q3
Journal of Parathyroid Disease,0.110,Q4
Journal of University Medical and Dental College,0.110,Q4
Journal of the Indian Medical Association,0.110,Q4
"Journal, Indian Academy of Clinical Medicine",0.110,Q4
KronoScope,0.110,Q4
Kuwait Medical Journal,0.110,Q4
Laval Theologique et Philosophique,0.110,Q4
Lecture Notes of TICMI,0.110,Q4
Lekar a Technika,0.110,Q4
Library,0.110,Q4
Literatura,0.110,Q3
Litteraria Copernicana,0.110,Q4
Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption,0.110,Q4
MMW-Fortschritte der Medizin,0.110,Q4
Machado de Assis em Linha,0.110,Q3
McGill Journal of Law and Health,0.110,Q4
Muzealnictwo,0.110,Q3
Neutron News,0.110,Q4
New Mexico Geology,0.110,Q4
Nijhoff International Investment Law Series,0.110,Q4
Novyj Istoriceskij Vestnik,0.110,Q3
Nuclear Magnetic Resonance,0.110,Q4
Orientalia Christiana Periodica,0.110,Q3
Piel,0.110,Q4
Pravnehistoricke Studie,0.110,Q3
Rassegna Iberistica,0.110,Q3
Rentgenologiya i Radiologiya,0.110,Q4
Retraite et Societe,0.110,Q4
Revista Latinoamericana de Psicopatologia Fundamental,0.110,Q4
Revista Luna Azul,0.110,Q4
Revista Mexicana de Oftalmologia,0.110,Q4
Revista de Humanidades (SPAIN),0.110,Q4
Revista de Obstetricia y Ginecologia de Venezuela,0.110,Q4
Revue Francaise d'Etudes Americaines,0.110,Q4
Revue d'Histoire Ecclesiastique,0.110,Q3
Revue de L'Energie,0.110,Q4
Revue des Maladies Respiratoires Actualites,0.110,Q4
Revue du Podologue,0.110,Q4
Rivista degli Studi Orientali,0.110,Q3
Romanic Review,0.110,Q4
RussianStudiesHu,0.110,Q3
"Salud, Ciencia y Tecnologia - Serie de Conferencias",0.110,Q4
Scientia Agriculturae Bohemica,0.110,Q4
Security and Human Rights,0.110,Q4
Slavonica,0.110,Q3
Social Evolution and History,0.110,Q3
Sprak och Stil,0.110,Q4
Storia del Pensiero Politico,0.110,Q3
Studia Romanica et Anglica Zagrabiensia,0.110,Q3
Studies in the Age of Chaucer,0.110,Q3
Verbum (Lithuania),0.110,Q4
Vojenska Historia,0.110,Q3
Welding and Cutting,0.110,Q4
Wordsworth Circle,0.110,Q3
X-ray Structure Analysis Online,0.110,Q4
Yakin Donem Turkiye Arastirmalari,0.110,Q3
AJS Review,0.109,Q3
African Arts,0.109,Q3
Ambitos,0.109,Q4
Analele Universitatii din Craiova - Seria Istorie,0.109,Q3
Arqueologia Mexicana,0.109,Q4
Ars Adriatica,0.109,Q3
Asia Pacific Conference on Postgraduate Research in Microelectronics and Electronics,0.109,-
Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao,0.109,-
Aussiger Beitrage,0.109,Q3
Avicenna Journal of Dental Research,0.109,Q4
"CFI, Ceramic Forum International/Berichte der DKG (Deutsche Keramische Gesellschaft)",0.109,Q4
Cahiers de Psychologie Clinique,0.109,Q4
Central Europe,0.109,Q4
Chiba Medical Journal,0.109,Q4
Chinese Journal of Clinical Medicine,0.109,Q4
Chinese Journal of Clinical Nutrition,0.109,Q4
Chinese Journal of Emergency Medicine,0.109,Q4
Chinese Journal of Experimental and Clinical Virology,0.109,Q4
Contemporary Chinese Political Economy and Strategic Relations,0.109,Q4
Cuadernos Salmantinos de Filosofia,0.109,Q4
Current Gynecologic Oncology,0.109,Q4
Design Principles and Practices,0.109,Q3
Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte,0.109,Q3
Discourses on Culture,0.109,Q4
Dostoevsky Journal,0.109,Q3
Dress,0.109,Q3
East European Jewish Affairs,0.109,Q3
Electrum,0.109,Q3
Emergency Medicine (Ukraine),0.109,Q4
Eos (Poland),0.109,Q3
"Espacio, Tiempo y Educacion",0.109,Q3
Estudios de Asia y Africa,0.109,Q4
Estudos Internacionais,0.109,Q4
Eurasiatica,0.109,Q3
European Journal of Lymphology and Related Problems,0.109,Q4
European Yearbook of Minority Issues,0.109,Q4
Folklor/Edebiyat,0.109,Q3
Fontes Linguae Vasconum,0.109,Q4
Forum Bildverarbeitung,0.109,-
Gastric and Breast Cancer,0.109,Q4
Gastroenterologie a Hepatologie,0.109,Q4
Gastroenterology (Ukraine),0.109,Q4
Human Rights,0.109,Q4
IMPACT: Studies in Language and Society,0.109,Q4
Indian Journal of Environmental Protection,0.109,Q4
Iranian Journal of Neurosurgery,0.109,Q4
Japanese Journal of Limnology,0.109,Q4
Journal Europeen des Urgences et de Reanimation,0.109,Q4
Journal of Chinese Humanities,0.109,Q3
Journal of Medical Pest Control,0.109,Q4
KGK Kautschuk Gummi Kunststoffe,0.109,Q4
Kleintierpraxis,0.109,Q4
Lidil,0.109,Q4
Medical Forum Monthly,0.109,Q4
Medicina Interna de Mexico,0.109,Q4
Medicine Today,0.109,Q4
"Neonatology, Surgery and Perinatal Medicine",0.109,Q4
New Medicine,0.109,Q4
New Scientist,0.109,Q4
Oncology and Translational Medicine,0.109,Q4
Onkologia i Radioterapia,0.109,Q4
Papers and Proceedings of the Royal Society of Tasmania,0.109,Q4
Peritia,0.109,Q3
Pharmaceutical Care and Research,0.109,Q4
Philippine Journal of Nursing,0.109,Q4
Philosophical Forum,0.109,Q4
"Proceedings of the International School of Physics ""Enrico Fermi",0.109,-
Psychopharmakotherapie,0.109,Q4
Recent Advances in Slavonic Natural Language Processing,0.109,-
Revista Colombiana de Quimica,0.109,Q4
Revista Cubana de Cardiologia y Cirugia Cardiovascular,0.109,Q4
Revista de Antropologia Social,0.109,Q4
Revista de Informatica Teorica e Aplicada,0.109,Q4
Revue Francaise de Sociologie,0.109,Q4
Romanian Journal of Pediatrics,0.109,Q4
Ruch Filozoficzny,0.109,Q4
Scando-Slavica,0.109,Q3
Science Fiction Film and Television,0.109,Q3
Sino-Christian Studies,0.109,Q4
Slavia Meridionalis,0.109,Q3
Slovene,0.109,Q3
Southeast of Now,0.109,Q3
Sporting Traditions,0.109,Q3
"Studia Universitatis Vasile Goldis Arad, Seria Stiintele Vietii",0.109,Q4
Taiwan Water Conservancy,0.109,Q4
Tietolipas,0.109,Q4
Tijdschrift voor Urologie,0.109,Q4
Trends in Glycoscience and Glycotechnology,0.109,Q4
Tsitologiya,0.109,Q4
V.F. Snegirev Archives of Obstetrics and Gynecology,0.109,Q4
Vascular Disease Management,0.109,Q4
Wittgenstein-Studien,0.109,Q4
Written Monuments of the Orient,0.109,Q3
ZEMCH International Conference,0.109,-
"Zeitschrift fur Herz-, Thorax- und Gefasschirurgie",0.109,Q4
Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V,0.109,Q4
Zeitschrift fur Romanische Philologie,0.109,Q3
Academic Quarter,0.108,Q4
Advances in Business Marketing and Purchasing,0.108,Q4
Advances in the Astronautical Sciences,0.108,-
Aesthetic Medicine,0.108,Q4
Anais de Historia de Alem-Mar,0.108,Q3
Angles,0.108,Q3
Antigonish Review,0.108,Q3
Archiv fur Liturgiewissenschaft,0.108,Q4
Argument: Biannual Philosophical Journal,0.108,Q4
Australian Veterinary Practitioner,0.108,Q4
Betriebswirtschaftliche Forschung und Praxis,0.108,Q4
Biblica,0.108,Q4
Brill's Studies in Indo-European Languages and Linguistics,0.108,Q4
"Brill's Studies in Language, Cognition and Culture",0.108,Q4
"Brill's Studies on Art, Art History, and Intellectual History",0.108,Q3
Bulletin of the Anglo-Israel Archaeological Society,0.108,Q3
Calvin Theological Journal,0.108,Q4
Canadian Review of American Studies,0.108,Q3
Capitalism and Society,0.108,Q3
Chinese Journal of Cancer Biotherapy,0.108,Q4
Chinese Journal of Radiology,0.108,Q4
Chinese Journal of Urology,0.108,Q4
Chirurgia (Turin),0.108,Q4
Ciencia da Informacao,0.108,Q4
Classical World,0.108,Q3
Comparative American Studies,0.108,Q4
Criminal Law Review,0.108,Q4
Critical Care and Shock,0.108,Q4
Culture and History of the Ancient Near East,0.108,Q3
Current Trends in Immunology,0.108,Q4
De Gruyter Series in Probability and Stochastics,0.108,Q4
Digital TV Europe,0.108,Q4
"East Central and Eastern Europe in the Middle Ages, 450-1450",0.108,Q3
Education and Culture,0.108,Q3
English Studies in Canada,0.108,Q3
Etudes Philosophiques,0.108,Q4
Etudes sur le Judaisme Medieval,0.108,Q3
Evidence-Based Practice,0.108,Q4
Family Law Quarterly,0.108,Q4
Forma y Funcion,0.108,Q4
GMM-Fachberichte,0.108,-
Geoscience in South-West England,0.108,Q4
German Life and Letters,0.108,Q3
Glass Technology: European Journal of Glass Science and Technology Part A,0.108,Q4
Hejubian Yu Dengliziti Wuli/Nuclear Fusion and Plasma Physics,0.108,Q4
Historicka Sociologie,0.108,Q3
History of Oriental Studies,0.108,Q3
Huarte de San Juan. Geografia e Historia,0.108,Q3
ICAS Proceedings,0.108,-
Indian Journal of Clinical Anaesthesia,0.108,Q4
Indian Journal of Social Work,0.108,Q4
Industrial Pharmacy,0.108,Q4
Interdisciplinary Literary Studies,0.108,Q3
Interdisciplinary Toxicology,0.108,Q4
International Journal of Applied Cryptography,0.108,Q4
Internationale Neerlandistiek,0.108,Q3
Islam Tetkikleri Dergisi,0.108,Q3
Islamic Quarterly,0.108,Q3
Japanese Journal of Hygiene,0.108,Q4
Journal de Pediatrie et de Puericulture,0.108,Q4
"Journal for Religion, Film and Media",0.108,Q3
Journal of Business Ethics Education,0.108,Q4
Journal of Clinical Cardiology,0.108,Q4
Journal of Gender and Sexuality Studies,0.108,Q3
Journal of Interdisciplinary History of Ideas,0.108,Q4
Journal of Orthodox Christian Studies,0.108,Q3
Journal of Romanian Studies,0.108,Q4
Journal of the Anthropological Society of South Australia,0.108,Q4
Journal of the Polynesian Society,0.108,Q4
Kukila,0.108,Q4
Laboratory Diagnostics. Eastern Europe,0.108,Q4
Landscapes,0.108,Q3
Law and Humanities,0.108,Q4
Lecture Notes in Geoinformation and Cartography,0.108,Q4
Lexis Supplementi: Studies in Greek and Latin Literature,0.108,Q3
Mappemonde,0.108,Q4
Mathematics in Industry,0.108,Q4
Medical Journal of Wuhan University,0.108,Q4
Medieval Law and Its Practice,0.108,Q3
Medizinrecht,0.108,Q4
Mexican Law Review,0.108,Q4
Monitoring and Analysis of Manufacturing Processes in Automotive Production,0.108,Q4
Mundo Agrario,0.108,Q3
New Zealand Journal of Medical Laboratory Science,0.108,Q4
Obstetrics and Gynaecology Forum,0.108,Q4
Ochrona Zabytkow,0.108,Q3
Online Journal of Analytic Combinatorics,0.108,Q4
Paper Asia,0.108,Q4
Papers in Meteorology and Geophysics,0.108,Q4
Philosophica,0.108,Q4
Physics World,0.108,Q4
Polish American Studies,0.108,Q3
Pratiques en Nutrition,0.108,Q4
"Proceedings - IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, ChileCon",0.108,-
Proceedings of International Conference Royal Institution of Naval Architects,0.108,-
Punctum International Journal of Semiotics,0.108,Q4
Revue d'Etudes Comparatives Est-Ouest,0.108,Q4
Revue du Rhumatisme (Edition Francaise),0.108,Q4
Rigakuryoho Kagaku,0.108,Q4
Rivista Internazionale di Scienze Sociali,0.108,Q4
Rivista di Storia della Filosofia,0.108,Q4
Russian Journal of Communication,0.108,Q4
SCROLL: Scottish Cultural Review of Language and Literature,0.108,Q3
Salduie,0.108,Q4
Stred,0.108,Q3
Studia Judaica,0.108,Q3
Studies in Corpus Linguistics,0.108,Q4
Studies in Medieval and Reformation Traditions,0.108,Q3
Synergies Italie,0.108,Q4
Texas Journal of Science,0.108,Q4
Textile History,0.108,Q3
Theatre Research in Canada-Recherches Theatrales au Canada,0.108,Q3
Therapeutic Communities,0.108,Q4
Transfuze a Hematologie Dnes,0.108,Q4
USDA Forest Service - Resource Bulletin RMRS-RB,0.108,Q4
Victorians,0.108,Q3
World of Mining - Surface and Underground,0.108,Q4
Yorkshire Archaeological Journal,0.108,Q4
eLearning and Software for Education Conference,0.108,-
ARTMargins,0.107,Q3
AUT Journal of Modeling and Simulation,0.107,Q4
Algorithmic Finance,0.107,Q4
"American, British and Canadian Studies",0.107,Q3
Antarctic Record,0.107,Q4
Archivo Espanol de Arte,0.107,Q3
Arheologia Moldovei,0.107,Q4
Art Journal,0.107,Q3
British Journal of Canadian Studies,0.107,Q3
Bulletin de Philosophie Medievale,0.107,Q3
Chinese Journal of Anesthesiology,0.107,Q4
Chinese Literature and Thought Today,0.107,Q3
"Ciencia Nueva, Revista de Historia y Politica",0.107,Q3
Critical Studies in Men's Fashion,0.107,Q3
Croatian Sports Medicine Journal,0.107,Q4
DGMK Tagungsbericht,0.107,-
Enfermedades Infecciosas y Microbiologia,0.107,Q4
"Environment, Space, Place",0.107,Q4
Epites-Epiteszettudomany,0.107,Q3
Eurasian Journal of Family Medicine,0.107,Q4
Gynakologische Endokrinologie,0.107,Q4
Hecheng Shuzhi Ji Suliao/China Synthetic Resin and Plastics,0.107,Q4
